item_sets,supp_count
1620213982,4623
B000GLRREU,7152
B000FOI48G,7404
B001QY8QXM,4043
B01DKQAXC0,3323
B000FI73MA,6443
B000GF7ZRA,15196
B000GF9IF2,3978
B002LVUX1W,8233
B00492CIC8,3774
B0051VVOB2,3645
B007Q1W586,10744
B0083Q04IQ,8494
B00AWH595M,3970
"('B00BWYVWLO', 'B00CYQP3AK')",13134
"('B00REQL3AE', 'B00VINDBJK')",3166
B000KPIHQ4,3874
B00ZVJAF9G,3172
B015S1SWLO,3028
B015TJD0Y4,8886
B018SZT3BK,12772
B01C6DXMX0,3204
B01DM6BDA4,10027
B000V0IBDM,3880
B00I0VHS10,3298
B00RLSCLJM,3491
B006LXOJC0,6886
B006LXOJC0,4895
B000AST3AK,5618
B0014CN8Y8,3766
B004UB1O9Q,4812
B004AKS59O,3649
B00068XCQU,3931
B00080QHMM,3000
B000CITK8S,8946
B000JFJLP6,4678
B000KPU8F2,4678
B000M5W25E,3154
B000W20LKK,3528
B001LHVOVK,4720
B0037V0EW8,4068
B00480GYSA,3565
B00AXX0IEC,3687
B00BYH6C1E,3701
B00RW7W9I0,3197
B00ZOKJVAG,3526
B014TZAUU6,4102
B01CCLT1IQ,3165
0001048767,3907
0001844423,4627
0002247399,7147
0002247437,3365
0006064922,3819
000711835X,12988
000711835X,4258
0007141424,7658
0007155662,9882
0007173156,5213
0007271239,7573
0007350899,10032
0007368658,5105
0007378033,12573
0007384289,6371
0007420412,17645
0007420412,21223
0007444117,10162
0007447868,3365
0007449313,3652
0007466692,3776
0007513763,3458
0007526024,3300
0007548672,25085
000755236X,5064
0008102147,3765
0008118922,5198
0008220565,6375
0027676463,3473
0030554179,3404
0030565073,5459
0030624266,3306
006017322X,7644
006019832X,3966
0060558121,4146
0060740221,5680
0060786469,4153
0061728985,3760
006195070X,7694
0061992704,3237
006195070X,11193
0062082361,10697
0062082361,3154
006226303X,4102
0062378082,4546
0062409883,5883
0091900212,3801
0091906814,6346
0091944244,7407
0091948177,3854
0091955106,10840
0099443635,3562
0099456761,3109
0099579936,3748
0099664313,3548
0099554798,5142
0099664313,8407
0099740915,7154
0099911701,16289
0120000156,4008
0099911701,13847
0132268310,3062
0140143491,4244
0140324623,3232
0140434186,5696
0140434917,3968
0140434968,3820
0140861750,3783
0141027126,9329
0141036249,4265
0141039280,9279
0141043768,6284
0141192496,3915
0141192496,6117
0141328290,3699
0141331976,8651
0141335734,6223
0141338261,5300
014133925X,3716
0141353678,9472
0141354224,5801
0141361794,3769
0141326085,3413
0141353678,13456
0141378247,12199
0141976144,3122
0141353678,12220
0142428280,6098
0142800376,5828
0142800422,3671
0143106708,6508
0143108867,3896
0143109464,6445
0143109464,3548
0143121707,5224
0143121707,6028
0143125478,12339
0143130609,3362
0143142372,6837
0143125478,7319
0143142372,5041
0143170090,4509
0143170104,4360
0147524199,5990
0147520762,6905
0147525071,3185
0151008116,5522
0151015392,6411
0152056610,3472
0224095374,3392
0230748228,3248
0230749259,3673
0230749283,4343
0230750214,5307
0230755062,4147
0230769152,3166
0263234541,3042
0297833936,3620
0297851527,3230
0297859382,19734
0297859382,8648
0307265439,3316
0307266303,3486
0307275639,3277
0307277674,3417
0307280721,3051
0307282961,4801
0307283666,5221
0307341577,7335
0307346609,4409
0307352145,4763
0307408868,5583
0307476073,6887
0307582884,9395
0307476073,4177
0307706591,3365
0307743659,3306
0307749649,5324
0307886263,3076
030788743X,4285
030788743X,11104
0307932540,4007
0307941515,3263
0307943232,8836
0307966666,4024
0307987647,3787
0307989909,3238
0310209749,3241
0310330718,3309
031060530X,3322
0310708257,3299
0312577222,15225
0312577222,17180
0312853238,8052
0316026697,4734
0316044695,10962
0316055433,7708
0316056871,3736
0316055433,8487
0316098329,3765
031612091X,4179
0316199869,3457
0316206857,7661
0316206873,3750
0316210870,3189
0316225932,5447
0316225940,5417
0316225983,3111
0316228532,12482
031623480X,4038
0316245283,7105
0316306797,3035
0316408751,3326
0329258400,4612
0230754902,3061
0340822538,5359
0340835451,3060
0340943831,3395
0340979496,11694
0345533666,7074
0345539788,3295
0345542894,3024
0345543254,6333
034554398X,3612
0345544943,6235
0345544978,3313
0345543246,15174
0345543254,4961
0345544978,3478
0349141800,3552
0349407762,4936
0349403759,4245
0356500969,3526
037032921X,4926
037032921X,11309
037543075X,3291
0375434542,5003
0375725601,4560
0385257406,4383
0385340559,4482
0385341008,3893
0385342462,4140
0385344430,6630
0385344430,4145
0385349173,5412
0385349947,3733
0385368267,3366
0385393938,3468
0385523394,3699
0385537859,6254
0385541198,3253
0385537859,8610
0385539436,6703
0385543026,3339
0385660073,5115
038568231X,12813
0385689225,4618
0385677006,5524
038568231X,17942
038568231X,12672
0399128298,4716
0399142533,3073
0399144676,4799
0399159347,7516
0399159894,3870
0399160477,3092
0399162372,3036
0399159010,3364
0399159347,8051
0399159371,3157
0399164456,3343
0399167064,8456
0399167447,3033
0399167064,5878
0399168796,3650
0425252868,4215
0425259854,5287
0425259862,4357
0425259870,4626
0425263908,5268
0425266060,6899
0425266060,3853
0425273865,3794
0425284689,6086
0439023521,17563
0439064864,3994
0439139600,5315
0439249546,13833
0439287197,3612
0439358078,5833
044654759X,6695
0446547654,3287
0449012751,3298
0451211634,4447
0451412656,10306
0451417054,3301
0451468740,6238
0451482212,3403
0525492127,3733
0529120887,10834
0529120887,5240
0544272994,3435
0545582881,16430
054774501X,4067
0552160962,6404
055277572X,7204
055277667X,3023
0552778478,6536
0552778478,5747
0553212737,4869
0553418025,9787
0553418025,18321
0575081406,6325
0575097418,5517
0575102489,5222
0593073827,5702
0595440096,5507
0606322639,5102
0606365273,4852
0606371192,3797
060637387X,3036
0613237528,6049
0615581927,3342
0641866240,6746
0671207822,3878
0671315285,4102
0718077954,3236
0718079183,4813
0718178130,9235
0739474979,7136
0743488814,3050
0743554450,4259
0743566572,3032
074356619X,3929
0749958790,7284
0751549959,8569
0751565350,7236
0758278454,3382
0761463275,3067
0765317583,3438
0765317583,3182
0765326264,4653
0765331152,3524
0778316556,3378
0780648838,3476
0785262180,5266
0788844164,3114
0800788036,3840
0802407692,10824
080419257X,3833
0804192898,5203
0805093079,7479
0805096663,7126
080509668X,6951
0805098542,7298
0812469496,5495
081298840X,7415
0849946158,11066
0857208691,3641
0857208748,3481
0857862650,3124
0982301820,7678
0982618492,3635
0982717105,3035
0983492700,3534
0984502203,11174
0988667908,3523
0989450236,3036
0991379667,4646
0991677196,6554
110188696X,4598
1101946342,11497
1250132363,3305
1250158060,6424
1401948316,3069
1406332933,3079
1408704617,5709
1408839121,3387
1408842432,6237
1410440478,8987
1410458229,3594
141046668X,3820
1410472922,4903
141047383X,3873
141046900X,6846
1410472922,9588
1410482596,4139
1410493547,4987
1416502491,3372
1432842323,3014
1433524724,8091
1433805596,3389
1439152802,3123
1439153663,4931
1442362383,8566
1442366109,3657
1442369183,5849
1442384344,4421
144238820X,3147
1444784846,3152
1444791427,3054
1447287967,7830
144947425X,4758
1452605165,4001
1455521299,3066
1455530093,3385
1455536253,3646
1455541516,5694
1455548987,3718
1463514581,4461
1463717091,4271
1466287047,3187
1469216051,5677
1469228009,3716
1469291118,3302
1469984202,10413
1470381788,4570
1472229959,4383
1473634016,3301
1475031904,4991
1476741182,3133
147674355X,3867
147674355X,4269
1476753164,3168
1477808701,3374
1477809732,3051
1477818294,3434
1477820019,3986
1477820019,4040
1477820272,4659
1477820876,6139
1477822585,3412
147782314X,4541
1477821937,4827
1477822089,5186
1477823832,3025
1477824243,4188
1477825576,4024
1477825576,7957
1477827021,3010
1477829407,3445
1477828737,4736
1477848150,4415
1477848665,5098
147813223X,4707
1479147109,3567
1480568112,3789
1484015800,3790
1484076249,3069
1491591846,3626
1491598778,4767
1492747890,3049
1494557223,3172
1501086138,4451
1501110365,3213
1501228722,6698
1501257544,4615
1503936864,4983
1503934713,8019
1503935310,9674
1503939324,4426
1503936198,3311
1503941892,3181
1503943429,3410
1503943372,15000
1503945626,3240
1503950255,6515
1503953319,3030
1503953386,7191
1514193159,3394
1517153158,4135
1542046599,5793
1542722829,3993
1592642195,3183
1611735270,7852
1611749271,3113
1612185304,3020
1626250766,4003
1628600543,3366
1629982423,3160
1780674880,3189
1785770527,3385
1878424319,6208
1896350542,3159
1910751774,7273
2253195103,10464
6077547328,9382
7208061645,5352
8184776217,20763
148231780X,3424
B000BGS8T8,3465
1595143270,3776
B000FK9M18,17352
B000GVWRVS,3778
B000K5THYU,17355
B000WQ7GDG,4262
B000X1MX7E,23790
B001C4VLZQ,17363
0310435609,3770
0375969020,10275
1607105551,4850
B002DY9LZQ,4569
B003156C4E,17381
B004N58TYW,3424
B00714PZMQ,4767
B0076JPX46,7598
B0082QFEZ0,4143
B00A9WRH3M,8117
B00C7ER7QW,3988
1683247353,18430
B00C7ER7QW,3126
B00CYZC5S4,4143
B00ES25FBA,4313
B00FJ3AC10,3175
B00OPAJ7VO,3063
B00SB123IM,10957
B00V731OIG,3476
"('B017V4IPPO', 'B017WJ5PR4')",17554
B00L98V4UW,6545
B00NEJ7MMI,4850
B00SWBLS3C,3517
B0013G8PTS,3048
B002BBJMO6,3807
B004G1L52Q,3489
B005NF5NTK,11254
B005SUHPVE,4562
B005SUHRVC,3829
B0085JRQZU,5879
B008D4XBII,3331
B0092KJ9BU,3901
B0093TSSGW,3629
B0098FKHBU,3366
B00993E8WK,3638
B009E87SD6,3705
B009YCP1LS,5538
B00A82WR2E,4279
B00AA6CS86,5342
B00AANQLRI,9166
B00BJU0CHQ,4063
B00BT7RAPG,3148
B00BT8L2MW,7563
B00BW6GH76,3436
B00C96CMDG,3775
B00C96CMG8,4281
B00CV2M68E,3344
B00D7KGLF8,3406
B00D856NOG,7497
B00ESX6B26,3537
B00G7UY3EG,5781
B00GXHPN1U,3261
B00HMCHUCU,3529
B00I3UWD40,4060
B00I608BHU,3345
B00IGISUTG,6110
B00IZ1XJ3Q,3877
B00JH88NHI,6756
B00JYKG44S,3344
B00KG45W58,3184
B00M0DGBRQ,3536
B00M0RXH1A,3131
B00M51DDT2,5962
B00M6QODH2,4012
B00MNAWM92,3813
B00MP3OWVI,3314
B00MQSMDYU,12169
B00MWB3NFO,5413
B00MXWFUQC,6508
B00N0YUKEO,5154
B00NCJ4GP6,4623
B00NGMVD8W,3519
B00NH12EHQ,4076
B00OJE1SG8,3155
B00OQ1I2C2,3476
B00OS9E6AO,3786
B00P7N0320,6286
B00P933OJC,4929
B00QN1T6NM,6786
B00QN1TCDQ,3005
B00UCZGS6S,4442
B00UH3L82Y,3238
B00VH88CJ0,8267
B00VH8ZW02,3434
B00VWV8LD4,3005
B00W3TAMG8,3023
B00W77LAAI,3868
B00X5RV14Y,11909
B013W2WCCQ,3554
B014EB532U,8460
B018JW3EOY,7833
B0194WDVHI,7580
B019PV2I3G,6013
B01BLI4FWI,3179
B01CDVZAH6,4216
B01G1XUCA2,5257
B01GJC4WRO,4828
B00006XXGO,7072
B00009ZM7Z,3994
"('B0001YRFS0', 'B00028AZ6E')",5152
B0002TOZ1E,5195
B0007YR980,6010
B00080FK2U,3371
B0009B3IN6,3202
B000ARTQGC,3243
B000BFGG5M,3490
B000BY0OBU,3999
"('B000EDKSEG', 'B000EDMSEE')",6132
B00028AVDQ,5179
B000HKMGEQ,3086
B000J6ZYMY,3095
"('B000KR3D5W', 'B000L0MY08')",4515
"('B000MXIMKK', 'B000MXQ2CU')",5170
"('B000NZKD18', 'B000O51JMY', 'B000O55O7A')",3961
B000QW6LHI,3182
"('B000V5QMII', 'B000VC4I50')",4212
B00028AVDG,5240
B0008EOF0Y,4613
B000BRETA4,3048
B000WTOCS0,5183
"('B000XBM1L2', 'B000XDJ7LW')",5101
B0011D2FL2,4061
B00162CDE2,5204
"('B0017LT9OO', 'B0017LT9PS')",5009
B0001YRE04,5197
B000YXC2LI,7724
B0018C5KUY,6251
B0018OFQS8,4402
B0018OHL5E,7719
"('B0019LEY9C', 'B001AQ4AFY')",4338
B001CHEQ7S,3475
B001DXQ0PM,5212
B0018OPX18,3304
B001EJMYQO,3201
B001FOQI1U,5214
B001H0FQ38,4406
"('B0018OLONE', 'B001BIL3MY')",7725
B0013F153W,6105
B0018OPCM8,3317
B001QV4SDC,6558
B00295MQLU,6261
B002G9UEG8,5433
B002RAKPME,5842
B003DNR2T8,3541
B003UHUNN4,3375
B004AZ24QO,4762
B004DNVP2C,3093
B004LB4V5O,3152
B004M6UDF0,3178
B00503FUZW,3174
B0058XISVW,7967
B005BCM348,4033
B005GYGF5Y,3708
B005JVP0LE,3371
B005OUIGO8,4232
B005PQQ1VQ,7371
B006PGGJOE,3290
B006SRTFGY,4272
B00152XP5E,3822
B0054TJKTO,4024
B0077BX3GI,3479
B008KK1AZQ,3790
B0091CC1OG,3969
B009A117A2,3310
B009CCRL6I,3977
B009ZDFLMK,3288
B00A6Y1U9K,3064
B00ACIGVH6,3069
B00BH3PZ1S,4516
B00CS4L4B0,3307
B00DQYO3JG,4243
B00DQYOMJ2,3064
B008O9FJQO,3096
B00FE7KCFM,5979
B00FTIQEBM,3012
B00GAO5KE6,7803
B00GAPACC0,7466
B00GKOMC3S,5790
B00GV8I1BA,8687
B00GW94RWA,3311
B00H45SZXS,3201
B00H9RZDRM,3135
B00HSHJ3CY,3077
B00HSWJUI6,3129
B00IYAG7DW,6574
B00KBZOVVI,3344
B00KBZSRZ4,4122
B00KKXCJQU,6392
B00KYCICJA,3668
B00KYI0MKQ,3930
B00L8WBADA,4016
B00M4NF9H0,10743
B00NJ8C2NI,3436
B00NT50VJI,7665
B00NUY4CHK,4626
B00NW62PCA,3254
B00NYLUESU,7665
B00OBOJVQ0,4051
B00OM0G4R2,4049
B00P6SRYKA,4617
B00STBRT9M,8264
"('B00SU5244M', 'B00SU52460')",6560
B00UAHIH9E,6446
B00UFJS0I0,8627
"('B00UHAC5L0', 'B00UI91214')",7670
B00V3MYAZA,7472
B00V6K7P0G,8626
B00VJOT0CK,8732
B00W46EP6S,4462
B00WBHSMOQ,8746
B00WJADK3I,3645
B00WRGPHY4,8799
B00WUMK6JG,5416
B00X6CYBGI,3062
B00X8AMIDG,8799
B00XKXIQ82,4909
B00F3EDEOC,8749
B0105T8BQA,3323
B010PKFL2Q,5687
B0113OB89S,5183
B011RJ0048,3902
B011Z9YQTA,3142
B00OD9JH6W,8114
"('B013CA13K0', 'B013CZSN5S', 'B013G9AYPC', 'B013CZSN5S', 'B013G9BBA4')",4988
B013Q5HVW0,3194
B0147L2K50,3513
B014FD8DOC,3075
B015YA2Z26,7446
B0160HYB8S,4467
B01AHDYQ1S,3970
B01DKTIVJ4,3067
B01DZVY2EK,3333
B01FH9ETBO,3165
B01H143S5G,3015
B00J46VVKE,12044
B00K8GZED4,4536
B0135P6PZA,3252
"('B00004ZCJI', 'B00004ZCJJ')",4703
B000067RC4,3024
B00007E7JU,4279
B00007M1TZ,3585
B00009KLAE,4715
B0001LR1KU,3959
B00020S7XK,4085
B0002H02ZY,4037
B0002KVQBA,3094
B0002UPGOI,3049
B0006BB9MG,5969
B0007M0VXM,3736
B0007NWL70,3169
B000A6PPOK,4769
B000AA2RCY,3818
B000BQ7GW8,12416
B000BTL0OA,3700
B000FBK3QK,3307
B000FNFSPY,6311
B000HPV3RW,8505
B000I5LACO,4389
B000IJY8DS,3257
B000JE7GPY,5178
B000OOYECC,3153
B000ULAP4U,3939
B000UXZQ42,3252
B000VS4HDM,4773
B000WYVBR0,3067
B0013FRNKG,4247
B0015DYMVO,5362
B0016OEV7C,3066
"('B0019EHU8G', 'B0019HL8Q8')",12753
B001DHECXA,3455
B001FA1O18,3445
B001MSU1HG,3169
B001PBYQHG,3682
B001Q9EFUK,3113
B001TH7GSW,4697
B001TH7GUU,7089
B001UI4RTG,4030
B001W26TIW,3779
B001W28L2Y,3490
B001XURP8Q,5840
B002HAJQGA,3984
B002HWRJBM,3865
B002MAPSC6,4628
B002QEBMCI,3043
B003FVJYF8,3964
B003L1ZYYW,15121
B003LPTAYI,3893
B003LSTD38,4520
B003MTTJOY,7203
B003WGJYCY,3213
B003XM9774,4936
B003Y5RYNY,3127
B0040IUI46,3209
B0043T7FXE,11123
B0043WJRRS,10186
B00485CYRK,3025
B0049S6ZUS,4211
B0049SCB2Y,4452
B004I5BUSO,3531
B004LTEUDO,3509
B004OVECU0,5289
B004QK7HI8,4566
B004SY5O5K,3010
B004TS1J1S,3100
B004VC8M3K,3204
B004WODP20,6916
B004XIOJ7A,4115
B004YDUZ22,3591
B004ZGN6MY,3494
B0053NBLFW,3026
B0057OCDQS,4172
B004FVMKVC,4310
B0059KTEBC,3804
B005AOKW8Q,5157
B005CLPP84,3014
B005DKZTMG,7613
B005DOK8NW,4485
B005DSPLDA,3324
B005EJH6RW,5462
B005FJ7OF0,4884
B005FYNSUA,5152
B005HMKKH4,4936
B005J7YA4G,4835
B005KDYBIO,3250
B005KWHJES,4761
B005LDLP8W,7654
B005LFT3QG,4465
B005LJQMCK,7245
B005LJQO9G,5311
B005LKB0IU,4134
B005WGEZ1C,7683
B0062IPIPQ,3122
B0063705PE,3320
B006GWO5WK,13187
B006JH8T3S,8019
B006QB1RPY,4203
B006U3O566,3274
B006W8U2MU,9264
B006YLYYZ6,3062
B0074FGNJ6,3006
B00752QXZ2,3879
B0075XYS4E,3584
B007B4UKOE,3203
B007FHX9OK,5578
B007IV7KRU,4928
B007JR5304,3195
B007OY5V68,4790
B007P4VOWC,3490
B007PJ4PN2,3406
B007Q45EF4,3418
B007WTAJTO,5107
B0080JH3YE,3205
B00834SJNA,4323
B008ABOJKS,3586
B008EPW1MI,5334
B008F4USMS,5336
B008GVOVK0,4244
B008LTBINU,3193
B008LTBM6S,3009
B008VQ8IKY,3929
B0092KRAXY,5515
B0092ML0MY,3848
B0092PZZLS,3242
B009657UWQ,3630
B0097BEFDG,4387
B0098F5Y68,4511
B0098Y77U0,3193
B009A5204K,7019
B009A6CZYO,3049
B009D79VH4,5298
B009LL9VDG,3935
B009NLTW60,4902
B009QQMEEY,4778
B009S2CXSI,4896
B009SYZ8OC,7131
B009W9BQMQ,3479
B009ZIILLI,3762
B00A1ZTZZK,3900
B00A8LN70Q,5249
B00APCMMEK,3895
B00AWIPITS,4320
B00AWRUICG,3159
B00AXZWG8Q,4195
B00B2N7B60,5445
B00B46XUQU,4144
B00B588HY2,4039
B00B7U6Q1E,3468
B00BCMHZLC,3073
B00BEJ83MI,3859
B00BEWF4R2,3919
B00BIFNTMC,5104
B00BN0N0LW,6542
B00BP5KOPA,8678
B00BSVM3YG,4566
B00BUSDVBQ,5399
B00BWF5U0M,12399
B00CB7SJNK,3037
B00CD8AFFW,9217
B00CDS9EKE,3128
B00CZ6FEG2,5999
B00D5GVMK8,3126
B00D6NLDJU,3640
B00D9UTZWW,3198
B00DIF2BO2,14602
B00DIFIM36,5810
B00DX5D49S,3288
B00E055H5O,10526
B00E3W1726,3372
B00E4RXC5K,3696
B00E8HGWIK,5241
B00E98O7GC,4570
B00EB4ADQW,4106
B00EB7812C,3003
B00EEHNNNG,4366
B00EL94Z4I,5467
B00EM5UFP4,4578
B00EWCUK98,3226
B00FA4Y7N2,3001
B00FDUHD2K,6728
B00FFV0C84,3110
B00FO0IHMY,3551
B00FX6KO8Y,3813
B00G3TUL4C,3212
B00G6WDYPO,3435
B00GHUHMUS,3779
B00GHY5JAO,7022
B00GZC35YK,3911
B00HCMZ2AC,3167
B00HRLUSRA,3273
B00HVT170U,7168
B00I0S6SK0,3388
B00I4XMEYA,3580
B00IF0JAIU,3024
B00IF70T4M,5743
B00IRVQ0F8,3637
B00ITIQI92,13040
B00IVPU786,5309
B00IVPU7AO,11275
B00J8DL78O,4644
B00J8E8XT4,4434
B00JG02ZEY,3162
B00JJ2C0S0,4635
B00JX1ZS5O,7794
B00K35MU0K,3428
B00KGXOG9C,3496
B00KWR8ME2,8269
B00KYK2AKO,3019
B00L0YLRUW,15211
B00L3KO5WK,5116
B00LF10KTE,3197
B00LHERVM8,3046
B00LIX177I,5745
B00LLEODCK,5430
B00LP6CFEC,6109
B00M48154Q,4623
B00M55C0NS,4635
B00M55C1I2,4788
B00M55C0NS,6923
B00M7V0A32,4052
B00MA5U1FW,3090
B00MYYCGKW,3140
B00N1BRWLA,3116
B00N1O1NQW,5291
B00N2S6W86,3671
