item_sets,supp_count
B000GF7ZRA,15196
B007Q1W586,10744
"('B00BWYVWLO', 'B00CYQP3AK')",13134
B00N2ZDXW2,15344
B00U3FPN4U,13057
B00VKIY9RG,11664
B018SZT3BK,12772
B01DM6BDA4,10027
000711835X,12988
0007350899,10032
0007378033,12573
0007420412,17645
0007420412,21223
0007444117,10162
0007548672,25085
006195070X,11193
0062082361,10697
0091955106,10840
0099911701,16289
0099911701,13847
0141353678,13456
0141378247,12199
0141353678,12220
0143125478,12339
0297859382,19734
030788743X,11104
0312577222,15225
0312577222,17180
0316044695,10962
0316228532,12482
0340979496,11694
0345543246,15174
037032921X,11309
038568231X,12813
038568231X,17942
038568231X,12672
0439023521,17563
0439249546,13833
0451412656,10306
0529120887,10834
0545582881,16430
0553418025,18321
0802407692,10824
0849946158,11066
0984502203,11174
1101946342,11497
1469984202,10413
1503943372,15000
2253195103,10464
8184776217,20763
B000FK9M18,17352
B000K5THYU,17355
B000X1MX7E,23790
B001C4VLZQ,17363
0375969020,10275
B003156C4E,17381
1683247353,18430
B00SB123IM,10957
"('B017V4IPPO', 'B017WJ5PR4')",17554
B005NF5NTK,11254
B00MQSMDYU,12169
B00X5RV14Y,11909
B00M4NF9H0,10743
B00J46VVKE,12044
B000BQ7GW8,12416
"('B0019EHU8G', 'B0019HL8Q8')",12753
B003L1ZYYW,15121
B0043T7FXE,11123
B0043WJRRS,10186
B006GWO5WK,13187
B00BWF5U0M,12399
B00DIF2BO2,14602
B00E055H5O,10526
B00ITIQI92,13040
B00IVPU7AO,11275
B00L0YLRUW,15211
B00P7EVST6,13091
B010OYASRG,24252
B009HVH4XO,12682
B00EINBSJ2,12618
B00FLYWNYQ,11915
B00FLYWNYQ,12870
B00LV4W8BI,11271
B00NX47YP4,12184
B00Q7EV29G,12218
B019D9HESO,10763
B00DRALJ28,11400
B00C2WDD5I,12043
B00DMCV7K0,11255
B00YN6XHMU,11473
6305837325,12084
B00006CXSS,21483
B0002ERXC2,12317
B000WGWQG8,11087
B0046ZT40W,10728
B009934S5M,12349
B00AQVMZKQ,20268
B00FL31UF0,12155
B00HUCF7AO,10631
B00O4ZC57I,10414
B00OGL6S64,10583
B00PY4Q9OS,12496
B00R8GUXPG,12496
B00WNBABVC,13208
B00YSG2ZPA,20349
B017S3OP7A,13062
B01BHTSIOC,10522
B00006IEEV,12415
B00LCIYHSK,10020
B000OX89XI,17212
B000W5QSYA,11613
B00BJLS55G,10512
B00V7T1YRQ,12179
