item_sets,supp_count
1620213982,4623
B000050FDY,1416
B00005JS5C,1710
B000FED5DU,1048
B000GLRREU,7152
B000WYJTZG,1550
B0012Y0ZG2,2160
B001AJ6YS2,1026
B000FOI48G,7404
B001QY8QXM,4043
B0067F28ZW,1259
B006IB5T4W,2532
B008U1Q4DI,1001
B00BMVV3MK,1533
B00VF344X0,1654
B00W259T7G,2591
B01DKQAXC0,3323
B000CRT07U,2686
B0078LSTWU,1662
B00BP7Q1FA,1322
B00DTGG30S,1073
B019BREFE4,2021
B000FI73MA,6443
B000GF7ZRA,15196
B000GF9IF2,3978
B002LVUX1W,8233
B00492CIC8,3774
B0051VVOB2,3645
B0057Z7EIY,2308
B005890CJM,2960
B007Q1W586,10744
B0083Q04IQ,8494
B00AWH595M,3970
B00BHJS3C0,1054
"('B00BWYVWLO', 'B00CYQP3AK')",13134
"('B00REQL3AE', 'B00VINDBJK')",3166
"('B000GHMRLW', 'B000GHRZN2')",1147
B000V0IBDM,3880
B000YFSR4W,1096
B000YFSR5G,1670
B0017U1KBK,1416
B00201ER88,1869
B002Z3N1HE,1127
B004HX6P1E,1350
B005N7YWX6,1369
B009RUKQ2G,1243
B00GXE331K,1625
B00I0VHS10,3298
B00IJHMPE0,1082
B00NIVAEG8,1122
B00RLSCLJM,3491
B00XT15P8E,1732
B00XTM0ZPG,1088
B00ZW3SCF0,1117
B0000644AF,2621
B0006U2HD2,1695
B0009WE12C,1663
B000F1SCU4,1044
B000H5SZ1Y,1007
B000Q5S7RM,1069
B000YFA7HW,2388
B0011NDYYO,1164
B00120NMNY,1024
B00166DR9S,1858
B001CUQ1C8,2888
B001DYDAEK,1953
B003WE9886,1103
B005083ECS,1544
B0061YG91S,1237
B0063PKOMK,1269
B0068QIQVA,1135
B006LXOJC0,6886
B006LXOJC0,4895
B007WIRD4Y,2587
B008BF2OAK,1513
B008XCZ25K,1629
B00A74ZUJ0,1444
B00FXNACDE,1713
B00L1HZCYK,1002
B00LI5I8IM,1016
B00NLZPSTY,1001
B00VQTHRAA,1055
B01CDFMRBY,1513
B01FKNEKUC,2298
"('B00DB9WCR6', 'B01FUAXEI4')",2175
B0006GVNOA,1624
B000HE5DNI,1387
B000N6302Q,1098
B000NCTOUM,1347
B000VL060M,1156
B00126NABC,1122
B00149JVOC,1468
B0014CN8Y8,3766
B001B35APA,1686
B001TH7H04,1169
B002MPLYEW,1058
B0042ACZU2,1871
